sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor
192.168.2.100,192.168.2.200,3000,38184,6,40,3208,FSPA,2019/12/28T19:00:45.640,0.140,2019/12/28T19:00:45.780,local
192.168.2.100,192.168.2.200,3000,38186,6,40,3208,FSPA,2019/12/28T19:00:45.804,0.144,2019/12/28T19:00:45.948,local
192.168.2.200,192.168.2.100,38186,3000,6,40,5624,FSPA,2019/12/28T19:00:45.804,0.140,2019/12/28T19:00:45.944,local
192.168.2.200,192.168.2.100,38188,3000,6,40,4184,FSPA,2019/12/28T19:00:45.944,0.144,2019/12/28T19:00:46.088,local
192.168.2.100,192.168.2.200,3000,38188,6,40,3208,FSPA,2019/12/28T19:00:45.944,0.144,2019/12/28T19:00:46.088,local
192.168.2.200,192.168.2.100,38190,3000,6,40,6320,FSPA,2019/12/28T19:00:46.088,0.140,2019/12/28T19:00:46.228,local
192.168.2.100,192.168.2.200,3000,38190,6,40,3208,FSPA,2019/12/28T19:00:46.088,0.140,2019/12/28T19:00:46.228,local
192.168.2.100,192.168.2.200,3000,38192,6,40,3208,FSPA,2019/12/28T19:00:46.228,0.140,2019/12/28T19:00:46.368,local
192.168.2.200,192.168.2.100,38192,3000,6,48,5184,FSPA,2019/12/28T19:00:46.228,0.140,2019/12/28T19:00:46.368,local
192.168.2.200,192.168.2.100,38194,3000,6,40,5056,FSPA,2019/12/28T19:00:46.368,0.140,2019/12/28T19:00:46.508,local
192.168.2.100,192.168.2.200,3000,38194,6,40,3208,FSPA,2019/12/28T19:00:46.368,0.140,2019/12/28T19:00:46.508,local
192.168.2.200,192.168.2.100,38196,3000,6,40,3640,FSPA,2019/12/28T19:00:46.508,0.140,2019/12/28T19:00:46.648,local
192.168.2.100,192.168.2.200,3000,38196,6,40,3208,FSPA,2019/12/28T19:00:46.508,0.140,2019/12/28T19:00:46.648,local
192.168.2.200,192.168.2.100,38198,3000,6,40,3648,FSPA,2019/12/28T19:00:46.648,0.144,2019/12/28T19:00:46.792,local
192.168.2.100,192.168.2.200,3000,38198,6,40,3208,FSPA,2019/12/28T19:00:46.648,0.144,2019/12/28T19:00:46.792,local
192.168.2.200,192.168.2.100,38200,3000,6,40,3616,FSPA,2019/12/28T19:00:46.792,0.140,2019/12/28T19:00:46.932,local
192.168.2.100,192.168.2.200,3000,38200,6,40,3208,FSPA,2019/12/28T19:00:46.792,0.140,2019/12/28T19:00:46.932,local
192.168.2.200,192.168.2.100,38202,3000,6,40,3656,FSPA,2019/12/28T19:00:46.932,0.140,2019/12/28T19:00:47.072,local
192.168.2.100,192.168.2.200,3000,38202,6,40,3208,FSPA,2019/12/28T19:00:46.932,0.140,2019/12/28T19:00:47.072,local
192.168.2.200,192.168.2.100,38204,3000,6,40,3640,FSPA,2019/12/28T19:00:47.072,0.140,2019/12/28T19:00:47.212,local
192.168.2.100,192.168.2.200,3000,38204,6,40,3208,FSPA,2019/12/28T19:00:47.072,0.140,2019/12/28T19:00:47.212,local
192.168.2.100,192.168.2.200,3000,38206,6,40,3208,FSPA,2019/12/28T19:00:47.212,0.140,2019/12/28T19:00:47.352,local
192.168.2.200,192.168.2.100,38206,3000,6,40,3616,FSPA,2019/12/28T19:00:47.212,0.140,2019/12/28T19:00:47.352,local
192.168.2.200,192.168.2.100,38208,3000,6,40,3624,FSPA,2019/12/28T19:00:47.352,0.140,2019/12/28T19:00:47.492,local
192.168.2.100,192.168.2.200,3000,38208,6,40,3208,FSPA,2019/12/28T19:00:47.352,0.140,2019/12/28T19:00:47.492,local
192.168.2.100,192.168.2.200,3000,38210,6,40,3208,FSPA,2019/12/28T19:00:47.492,0.140,2019/12/28T19:00:47.632,local
192.168.2.200,192.168.2.100,38210,3000,6,40,3664,FSPA,2019/12/28T19:00:47.492,0.140,2019/12/28T19:00:47.632,local
192.168.2.200,192.168.2.100,38212,3000,6,40,3648,FSPA,2019/12/28T19:00:47.632,0.140,2019/12/28T19:00:47.772,local
192.168.2.100,192.168.2.200,3000,38212,6,40,3208,FSPA,2019/12/28T19:00:47.632,0.140,2019/12/28T19:00:47.772,local
192.168.2.100,192.168.2.200,3000,38214,6,40,3208,FSPA,2019/12/28T19:00:47.772,0.140,2019/12/28T19:00:47.912,local
192.168.2.200,192.168.2.100,38214,3000,6,40,3624,FSPA,2019/12/28T19:00:47.588,0.140,2019/12/28T19:00:47.728,local
192.168.2.200,192.168.2.100,38216,3000,6,40,6424,FSPA,2019/12/28T19:00:47.728,0.140,2019/12/28T19:00:47.868,local
192.168.2.100,192.168.2.200,3000,38216,6,40,3208,FSPA,2019/12/28T19:00:47.728,0.140,2019/12/28T19:00:47.868,local
192.168.2.100,192.168.2.200,3000,38218,6,40,3208,FSPA,2019/12/28T19:00:47.868,0.144,2019/12/28T19:00:48.012,local
192.168.2.200,192.168.2.100,38218,3000,6,40,3504,FSPA,2019/12/28T19:00:47.868,0.144,2019/12/28T19:00:48.012,local
192.168.2.200,192.168.2.100,38220,3000,6,40,5136,FSPA,2019/12/28T19:00:48.008,0.140,2019/12/28T19:00:48.148,local
192.168.2.100,192.168.2.200,3000,38220,6,40,3208,FSPA,2019/12/28T19:00:48.012,0.136,2019/12/28T19:00:48.148,local
192.168.2.200,192.168.2.100,38222,3000,6,40,3640,FSPA,2019/12/28T19:00:48.148,0.144,2019/12/28T19:00:48.292,local
192.168.2.100,192.168.2.200,3000,38222,6,40,3208,FSPA,2019/12/28T19:00:48.148,0.144,2019/12/28T19:00:48.292,local
192.168.2.100,192.168.2.200,3000,38224,6,32,2792,FSPA,2019/12/28T19:00:48.292,0.148,2019/12/28T19:00:48.440,local
192.168.2.200,192.168.2.100,38224,3000,6,48,4064,FSPA,2019/12/28T19:00:48.292,0.148,2019/12/28T19:00:48.440,local
192.168.2.200,192.168.2.100,38226,3000,6,40,3616,FSPA,2019/12/28T19:00:48.432,0.132,2019/12/28T19:00:48.564,local
192.168.2.100,192.168.2.200,3000,38226,6,40,3208,FSPA,2019/12/28T19:00:48.436,0.128,2019/12/28T19:00:48.564,local
192.168.2.100,192.168.2.200,3000,38228,6,40,3208,FSPA,2019/12/28T19:00:48.564,0.144,2019/12/28T19:00:48.708,local
192.168.2.200,192.168.2.100,38228,3000,6,40,3656,FSPA,2019/12/28T19:00:48.564,0.144,2019/12/28T19:00:48.708,local
192.168.2.100,192.168.2.200,3000,38230,6,40,3208,FSPA,2019/12/28T19:00:48.708,0.136,2019/12/28T19:00:48.844,local
192.168.2.200,192.168.2.100,38230,3000,6,40,3640,FSPA,2019/12/28T19:00:48.708,0.136,2019/12/28T19:00:48.844,local
192.168.2.100,192.168.2.200,3000,38232,6,40,3208,FSPA,2019/12/28T19:00:48.844,0.140,2019/12/28T19:00:48.984,local
192.168.2.200,192.168.2.100,38232,3000,6,40,3616,FSPA,2019/12/28T19:00:48.844,0.140,2019/12/28T19:00:48.984,local
192.168.2.100,192.168.2.200,3000,38234,6,40,3208,FSPA,2019/12/28T19:00:48.984,0.140,2019/12/28T19:00:49.124,local
192.168.2.200,192.168.2.100,38234,3000,6,40,3624,FSPA,2019/12/28T19:00:48.984,0.140,2019/12/28T19:00:49.124,local
192.168.2.100,192.168.2.200,3000,38236,6,40,3208,FSPA,2019/12/28T19:00:49.124,0.144,2019/12/28T19:00:49.268,local
192.168.2.200,192.168.2.100,38236,3000,6,40,3664,FSPA,2019/12/28T19:00:49.124,0.140,2019/12/28T19:00:49.264,local
192.168.2.200,192.168.2.100,38238,3000,6,40,3648,FSPA,2019/12/28T19:00:49.264,0.144,2019/12/28T19:00:49.408,local
192.168.2.100,192.168.2.200,3000,38238,6,40,3208,FSPA,2019/12/28T19:00:49.264,0.144,2019/12/28T19:00:49.408,local
192.168.2.200,192.168.2.100,38240,3000,6,40,3624,FSPA,2019/12/28T19:00:49.404,0.148,2019/12/28T19:00:49.552,local
192.168.2.100,192.168.2.200,3000,38240,6,40,3208,FSPA,2019/12/28T19:00:49.408,0.144,2019/12/28T19:00:49.552,local
192.168.2.200,192.168.2.100,38242,3000,6,40,6424,FSPA,2019/12/28T19:00:49.552,0.144,2019/12/28T19:00:49.696,local
192.168.2.100,192.168.2.200,3000,38242,6,40,3208,FSPA,2019/12/28T19:00:49.552,0.144,2019/12/28T19:00:49.696,local
192.168.2.100,192.168.2.200,3000,38244,6,40,3208,FSPA,2019/12/28T19:00:49.696,0.144,2019/12/28T19:00:49.840,local
192.168.2.200,192.168.2.100,38244,3000,6,40,3504,FSPA,2019/12/28T19:00:49.696,0.144,2019/12/28T19:00:49.840,local
192.168.2.200,192.168.2.100,38246,3000,6,40,5120,FSPA,2019/12/28T19:00:50.760,0.140,2019/12/28T19:00:50.900,local
192.168.2.100,192.168.2.200,3000,38246,6,40,3208,FSPA,2019/12/28T19:00:50.760,0.140,2019/12/28T19:00:50.900,local
192.168.2.100,192.168.2.200,3000,38248,6,40,3208,FSPA,2019/12/28T19:00:50.900,0.144,2019/12/28T19:00:51.044,local
192.168.2.200,192.168.2.100,38248,3000,6,40,5040,FSPA,2019/12/28T19:00:50.900,0.144,2019/12/28T19:00:51.044,local
192.168.2.200,192.168.2.100,38250,3000,6,40,5040,FSPA,2019/12/28T19:00:51.044,0.140,2019/12/28T19:00:51.184,local
192.168.2.100,192.168.2.200,3000,38250,6,40,3208,FSPA,2019/12/28T19:00:51.044,0.140,2019/12/28T19:00:51.184,local
192.168.2.200,192.168.2.100,38252,3000,6,40,5048,FSPA,2019/12/28T19:00:51.184,0.136,2019/12/28T19:00:51.320,local
192.168.2.100,192.168.2.200,3000,38252,6,40,3208,FSPA,2019/12/28T19:00:51.184,0.136,2019/12/28T19:00:51.320,local
192.168.2.200,192.168.2.100,38254,3000,6,40,5112,FSPA,2019/12/28T19:00:51.320,0.148,2019/12/28T19:00:51.468,local
192.168.2.100,192.168.2.200,3000,38254,6,40,3208,FSPA,2019/12/28T19:00:51.320,0.148,2019/12/28T19:00:51.468,local
192.168.2.100,192.168.2.200,3000,38256,6,40,3208,FSPA,2019/12/28T19:00:51.468,0.132,2019/12/28T19:00:51.600,local
192.168.2.200,192.168.2.100,38256,3000,6,40,5128,FSPA,2019/12/28T19:00:51.464,0.136,2019/12/28T19:00:51.600,local
192.168.2.200,192.168.2.100,38258,3000,6,40,5232,FSPA,2019/12/28T19:00:51.600,0.140,2019/12/28T19:00:51.740,local
192.168.2.100,192.168.2.200,3000,38258,6,40,3208,FSPA,2019/12/28T19:00:51.600,0.144,2019/12/28T19:00:51.744,local
192.168.2.200,192.168.2.100,38260,3000,6,40,5328,FSPA,2019/12/28T19:00:51.740,0.148,2019/12/28T19:00:51.888,local
192.168.2.100,192.168.2.200,3000,38260,6,40,3208,FSPA,2019/12/28T19:00:51.744,0.144,2019/12/28T19:00:51.888,local
192.168.2.200,192.168.2.100,38262,3000,6,40,5216,FSPA,2019/12/28T19:00:51.884,0.144,2019/12/28T19:00:52.028,local
192.168.2.100,192.168.2.200,3000,38262,6,40,3208,FSPA,2019/12/28T19:00:51.888,0.140,2019/12/28T19:00:52.028,local
192.168.2.200,192.168.2.100,38264,3000,6,40,5120,FSPA,2019/12/28T19:00:52.028,0.136,2019/12/28T19:00:52.164,local
192.168.2.100,192.168.2.200,3000,38264,6,40,3208,FSPA,2019/12/28T19:00:52.028,0.140,2019/12/28T19:00:52.168,local
192.168.2.200,192.168.2.100,38266,3000,6,40,5712,FSPA,2019/12/28T19:00:52.164,0.140,2019/12/28T19:00:52.304,local
192.168.2.100,192.168.2.200,3000,38266,6,40,3208,FSPA,2019/12/28T19:00:52.164,0.140,2019/12/28T19:00:52.304,local
192.168.2.200,192.168.2.100,38268,3000,6,40,5704,FSPA,2019/12/28T19:00:52.304,0.136,2019/12/28T19:00:52.440,local
192.168.2.100,192.168.2.200,3000,38268,6,40,3208,FSPA,2019/12/28T19:00:52.304,0.136,2019/12/28T19:00:52.440,local
192.168.2.200,192.168.2.100,38270,3000,6,40,5120,FSPA,2019/12/28T19:00:52.436,0.140,2019/12/28T19:00:52.576,local
192.168.2.100,192.168.2.200,3000,38270,6,40,3208,FSPA,2019/12/28T19:00:52.440,0.136,2019/12/28T19:00:52.576,local
192.168.2.200,192.168.2.100,38272,3000,6,40,5120,FSPA,2019/12/28T19:00:52.576,0.140,2019/12/28T19:00:52.716,local
192.168.2.100,192.168.2.200,3000,38272,6,40,3208,FSPA,2019/12/28T19:00:52.576,0.140,2019/12/28T19:00:52.716,local
192.168.2.100,192.168.2.200,3000,38274,6,40,3208,FSPA,2019/12/28T19:00:52.716,0.148,2019/12/28T19:00:52.864,local
192.168.2.200,192.168.2.100,38274,3000,6,40,5328,FSPA,2019/12/28T19:00:52.716,0.148,2019/12/28T19:00:52.864,local
192.168.2.100,192.168.2.200,3000,38276,6,40,3208,FSPA,2019/12/28T19:00:52.864,0.132,2019/12/28T19:00:52.996,local
